fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempOccurrence_min;TempOccurrence_mean;TempOccurrence_max;Body_size_max;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Lat_Max_South;Lat_Max_North;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;Total_OcuProv;AT;EP;IUCN_status;Vulnerability;Price_category
5404;actinopterygii;beloniformes;hemiramphidae;hemiramphus;far;Hemiramphus far;vmob;day;medg;high;15,5;20;26,01;45;s4;elongated;3,62016;1;forked;elongated;2,9;om;attach;0;6;6;0,329762721;1,831381081;species;NA;;NA;233;lessepsian;32,9;38,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;ne;25,91;medium
4098;actinopterygii;scorpaeniformes;hemitripteridae;hemitripterus;bolini;Hemitripterus bolini;NA;NA;NA;bottom;11;12,1;14,43;73;s5;depressed;1,11104;1;rounded;superior;4,5;fc;attach;25;925;900;0,0118;3,11;species;NA;;NA;4;native;37,4;37,4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;ne;65,67;not_targeted
12309;actinopterygii;perciformes;chaetodontidae;heniochus;intermedius;Heniochus intermedius;sed;night;pair;low;14;18;24,02;18;s3;compressed;2,56835;1;truncated;terminal;3,5;im;pelagic;3;50;47;0,003981045;3;species;38;genus;NA;21;lessepsian;38,2;38,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;14,21;not_targeted
55052;actinopterygii;anguilliformes;congridae;heteroconger;camelopardalis;Heteroconger camelopardalis;sed;day;largeg;bottom;25,79;27,13;28,76;50,1;s5;eel_like;NA;NA;pointed;subterminal;3,4;pk;pelagic;20;25;5;0,000804794;3,126807686;genus;NA;;NA;10;native;-8,71;21,3;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;3;1;0;lc;34,33;medium
13600;actinopterygii;anguilliformes;congridae;heteroconger;canabus;Heteroconger canabus;sed;day;medg;bottom;15;17;19,28;80;s5;eel_like;NA;NA;pointed;superior;3,4;pk;pelagic;NA;20;NA;0,000804794;3,126807686;genus;NA;;NA;7;native;30,3;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;dd;46,37;medium
13601;actinopterygii;anguilliformes;congridae;heteroconger;digueti;Heteroconger digueti;sed;day;medg;bottom;20,93;26;31;63;s5;eel_like;NA;NA;pointed;terminal;3,4;pk;pelagic;2;25;23;0,000804794;3,126807686;genus;NA;;NA;2;native;23,79;23,79;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;lc;44,85;medium
46077;actinopterygii;anguilliformes;congridae;heteroconger;klausewitzi;Heteroconger klausewitzi;sed;day;medg;bottom;25,51;26,78;28,03;70;s5;eel_like;NA;NA;pointed;terminal;3,4;pk;pelagic;10;30;20;0,000804794;3,126807686;species;NA;;NA;10;native;-0,63;9,6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;lc;40,92;medium
9062;actinopterygii;anguilliformes;congridae;heteroconger;longissimus;Heteroconger longissimus;sed;day;largeg;bottom;23,04;25,6;28,35;51;s5;eel_like;NA;NA;pointed;terminal;3,1;pk;pelagic;10;60;50;0,000804794;3,126807686;genus;NA;;NA;58;native;-27,6;32,8;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;6;1;0;lc;34,84;medium
55054;actinopterygii;anguilliformes;congridae;heteroconger;pellegrini;Heteroconger pellegrini;sed;day;medg;bottom;27,3;28,65;29,61;63;s5;eel_like;NA;NA;pointed;superior;3,4;pk;pelagic;5;30;25;0,000804794;3,126807686;genus;NA;;NA;11;native;8,01;13,82;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;lc;37,39;medium
55263;actinopterygii;perciformes;gobiidae;heterogobius;chiloensis;Heterogobius chiloensis;NA;NA;NA;NA;11,93;13,93;17,19;8;s2;elongated;NA;NA;rounded;terminal;3,3;om;demersal;NA;NA;NA;0,014164639;2,902488013;family;NA;;NA;9;native;-43;-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;1;ne;15,53;very high
1150;actinopterygii;perciformes;priacanthidae;heteropriacanthus;cruentatus;Heteropriacanthus cruentatus;mob;night;smallg;low;22,78;25,28;28,08;50,7;s5;compressed;1,83525;4;truncated;superior;3,6;im;pelagic;3;300;297;0,027934154;2,823128195;species;37;species;NA;374;native;-30;38,2;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;13;1;1;lc;29,23;not_targeted
3728;actinopterygii;perciformes;clinidae;heterostichus;rostratus;Heterostichus rostratus;NA;NA;sol;low;18,49;23;28,5;61;s5;elongated;NA;NA;rounded;superior;3,9;im;demersal;0;40;40;0,01675089;2,774764076;family;37;species;5;5;native;24,7;25,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;lc;41,18;not_targeted
4032;actinopterygii;scorpaeniformes;hexagrammidae;hexagrammos;decagrammus;Hexagrammos decagrammus;NA;day;NA;low;11;12,1;14,43;61;s5;fusiform;1,65391;1;forked;terminal;3,6;im;demersal;NA;46;NA;0,01558299;3;species;NA;;18;4;native;37,4;37,4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;ne;48,43;not_targeted
4033;actinopterygii;scorpaeniformes;hexagrammidae;hexagrammos;lagocephalus;Hexagrammos lagocephalus;NA;day;NA;low;11;12,1;14,43;61;s5;fusiform;1,13494;1;forked;terminal;3,7;im;demersal;0;596;596;0,0064;3,2008;species;NA;;NA;19;native;37,4;37,4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;ne;54,14;not_targeted
53788;actinopterygii;syngnathiformes;syngnathidae;hippocampus;algiricus;Hippocampus algiricus;sed;day;sol;bottom;21,02;23,85;27,46;19,2;s3;NA;NA;NA;pointed;tubular;3,4;im;live;0;25;25;0,001464844;3;genus;NA;;NA;30;native;-15,97;37,15;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;4;1;0;vu;10,53;not_targeted
3283;actinopterygii;syngnathiformes;syngnathidae;hippocampus;erectus;Hippocampus erectus;sed;day;sol;bottom;21,98;25,06;28,28;19;s3;NA;NA;NA;pointed;tubular;3,5;im;live;1;100;99;0,001464844;3;genus;NA;;NA;58;native;-35,3;38,2;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;6;1;0;vu;31,2;not_targeted
1802;actinopterygii;syngnathiformes;syngnathidae;hippocampus;guttulatus;Hippocampus guttulatus;sed;day;sol;bottom;14,06;18,45;23,6;21,5;s3;NA;NA;NA;pointed;tubular;3,5;im;live;0;30;30;0,001464844;3;genus;NA;;NA;63;native;13,91;51;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;6;1;0;dd;24,22;not_targeted
1801;actinopterygii;syngnathiformes;syngnathidae;hippocampus;hippocampus;Hippocampus hippocampus;sed;day;sol;bottom;15,32;19,38;24,23;15;s2;NA;NA;NA;pointed;tubular;3,2;im;live;0;60;60;0,001464844;3;genus;NA;;NA;65;native;9,16;47,3;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;1;0;dd;12,01;not_targeted
3284;actinopterygii;syngnathiformes;syngnathidae;hippocampus;ingens;Hippocampus ingens;sed;day;sol;bottom;21,65;23,79;26,28;30;s3;NA;NA;NA;pointed;tubular;3,3;im;live;1;60;59;0,001464844;3;species;NA;;NA;41;native;-30;37,4;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;5;0;1;vu;23,58;not_targeted
3285;actinopterygii;syngnathiformes;syngnathidae;hippocampus;reidi;Hippocampus reidi;sed;day;sol;bottom;23,41;26,08;28,91;17,5;s3;NA;NA;NA;pointed;tubular;3,4;im;live;0;55;55;0,001464844;3;genus;45;family;NA;46;native;-27,6;32,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;dd;11,63;not_targeted
3286;actinopterygii;syngnathiformes;syngnathidae;hippocampus;zosterae;Hippocampus zosterae;sed;day;sol;bottom;21,07;25,16;29,47;5;s1;NA;NA;NA;pointed;tubular;3,2;im;live;0;10;10;0,001464844;3;genus;NA;;NA;12;native;20,6;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;dd;36,78;not_targeted
3089;actinopterygii;lophiiformes;antennariidae;histrio;histrio;Histrio histrio;sed;night;sol;high;21,59;24,57;27,81;20;s3;depressed;1,18859;1;rounded;superior;3,9;fc;attach;0;50;50;0,020119231;3,390497115;family;NA;;NA;317;native;-27,6;39,6;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;8;1;0;lc;10;not_targeted
11163;actinopterygii;perciformes;pomacanthidae;holacanthus;africanus;Holacanthus africanus;mob;day;sol;low;23;25,5;28,44;45;s4;compressed;1,8428;1;truncated;terminal;NA;om;pelagic;1;40;39;0,0319378;2,899;genus;26;genus;NA;12;native;0,19;15,63;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;lc;58,72;high
3608;actinopterygii;perciformes;pomacanthidae;holacanthus;bermudensis;Holacanthus bermudensis;mob;day;sol;low;21,81;25,47;29,29;45;s4;compressed;1,19066;1;truncated;terminal;3;is;pelagic;2;92;90;0,0319378;2,899;species;22;species;NA;31;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;59,71;high
3609;actinopterygii;perciformes;pomacanthidae;holacanthus;ciliaris;Holacanthus ciliaris;mob;day;sol;low;23,77;26,24;28,87;45;s4;compressed;0,802962;1;truncated;terminal;3;is;pelagic;1;70;69;0,03367952;2,9;species;24;species;NA;48;native;-27,6;32,7;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;5;1;0;lc;59,71;high
11172;actinopterygii;perciformes;pomacanthidae;holacanthus;clarionensis;Holacanthus clarionensis;mob;day;smallg;bottom;21,99;24,83;28,5;20;s3;compressed;2,76577;1;truncated;terminal;2,6;is;pelagic;1;30;29;0,0319378;2,899;species;26;genus;NA;6;native;10,3;25,5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;vu;34,27;high
11177;actinopterygii;perciformes;pomacanthidae;holacanthus;limbaughi;Holacanthus limbaughi;mob;day;sol;bottom;27;28;29;25;s3;compressed;1,93497;1;truncated;terminal;NA;im;pelagic;2;100;98;0,0319378;2,899;genus;26;genus;NA;1;native;10,3;10,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;nt;36,65;high
8294;actinopterygii;perciformes;pomacanthidae;holacanthus;passer;Holacanthus passer;mob;day;pair;bottom;23,12;25,39;27,91;35,6;s4;compressed;1,77471;1;truncated;terminal;2,6;om;pelagic;1;80;79;0,0319378;2,899;species;26;genus;NA;32;native;-12;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;1;lc;54,04;high
3610;actinopterygii;perciformes;pomacanthidae;holacanthus;tricolor;Holacanthus tricolor;mob;day;sol;low;23,39;26,03;28,84;35;s4;compressed;1,10038;1;truncated;terminal;3;is;pelagic;3;92;89;0,04283379;2,858;species;34;species;NA;53;native;-27,6;34,7;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;5;1;0;lc;48,71;high
17352;actinopterygii;perciformes;serranidae;holanthias;caudalis;Holanthias caudalis;sed;day;medg;low;23,9;25;27,2;21,4;s3;fusiform;NA;NA;rounded;superior;3,4;pk;pelagic;0;100;100;0,001417552;3,548062049;family;NA;;NA;1;native;-7,94;-7,94;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;dd;32,31;very high
17354;actinopterygii;perciformes;serranidae;holanthias;fronticinctus;Holanthias fronticinctus;sed;day;medg;low;20,1;22,1;25;22;s3;fusiform;NA;NA;rounded;superior;3,6;pk;pelagic;1;110;109;0,0079;3,4496;genus;NA;;NA;NA;native;-15,97;-15,97;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;1;0;dd;33;not_targeted
1061;actinopterygii;beryciformes;holocentridae;holocentrus;adscensionis;Holocentrus adscensionis;sed;both;sol;low;23,34;25,86;28,57;61;s5;fusiform;2,109165;2;forked;terminal;3,1;im;pelagic;0;180;180;0,009911928;3,467646855;family;56;species;NA;68;native;-27,6;34,7;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;9;1;0;lc;35,08;medium
1062;actinopterygii;beryciformes;holocentridae;holocentrus;rufus;Holocentrus rufus;sed;both;sol;low;23,46;26,12;28,94;35;s4;fusiform;2,31449;1;forked;terminal;3,5;im;pelagic;0;32;32;0,009911928;3,467646855;family;44;species;NA;50;native;-24,98;34,7;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;5;1;0;lc;19,05;medium
1393;actinopterygii;perciformes;lutjanidae;hoplopagrus;guentherii;Hoplopagrus guentherii;mob;night;sol;bottom;23,87;25,96;28,2;92;s6;fusiform;1,79225;1;truncated;terminal;3,8;im;pelagic;3;50;47;0,0228;3;species;22;species;NA;27;native;-1,29;30,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;lc;53,47;very high
1374;actinopterygii;perciformes;ammodytidae;hyperoplus;lanceolatus;Hyperoplus lanceolatus;mob;NA;NA;low;11,49;15,4;19,68;40;s4;elongated;NA;NA;forked;superior;4;fc;demersal;6;30;24;0,0066;2,997;species;NA;;NA;6;native;39,6;51;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;lc;31,64;not_targeted
3630;actinopterygii;perciformes;embiotocidae;hyperprosopon;anale;Hyperprosopon anale;NA;NA;NA;NA;17;21;26;20;s3;fusiform;NA;NA;forked;superior;3,3;NA;live;0;101;101;NA;NA;;NA;;3;5;native;25,5;25,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;ne;23,05;not_targeted
3631;actinopterygii;perciformes;embiotocidae;hyperprosopon;argenteum;Hyperprosopon argenteum;NA;NA;largeg;low;18,49;23;28,5;30;s3;fusiform;2,42529;1;forked;superior;3,5;im;live;0;18;18;NA;NA;;NA;;6;5;native;24,7;25,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;ne;20,52;not_targeted
3632;actinopterygii;perciformes;embiotocidae;hyperprosopon;ellipticum;Hyperprosopon ellipticum;NA;NA;NA;NA;17;21;26;27;s3;fusiform;1,4239;1;forked;superior;3,3;NA;live;0;110;110;NA;NA;;NA;;7;5;native;25,5;25,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;ne;35,72;not_targeted
3757;actinopterygii;perciformes;blenniidae;hypleurochilus;aequipinnis;Hypleurochilus aequipinnis;sed;day;sol;bottom;24;26,4;29;7,5;s2;elongated;NA;NA;truncated;subterminal;3,2;om;demersal;0;6;6;0,014905494;3,017856658;family;28;genus;NA;7;native;0,19;16,19;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;lc;14,21;not_targeted
16293;actinopterygii;perciformes;blenniidae;hypleurochilus;bananensis;Hypleurochilus bananensis;sed;day;sol;bottom;15,23;19,78;25,09;12;s2;elongated;0,876546;1;truncated;subterminal;3,2;om;demersal;0;30;30;0,014905494;3,017856658;family;28;genus;NA;37;native;0,19;42,73;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;lc;22,52;not_targeted
3758;actinopterygii;perciformes;blenniidae;hypleurochilus;bermudensis;Hypleurochilus bermudensis;sed;day;sol;bottom;21,15;25,15;29,37;10;s2;elongated;NA;NA;truncated;subterminal;3,2;om;demersal;0;6;6;0,014905494;3,017856658;family;28;species;NA;26;native;12,19;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;19,5;not_targeted
61240;actinopterygii;perciformes;blenniidae;hypleurochilus;caudovittatus;Hypleurochilus caudovittatus;sed;day;sol;bottom;16,17;23,16;30;5,9;s1;elongated;NA;NA;truncated;subterminal;3,2;NA;demersal;NA;NA;NA;0,014905494;3,017856658;family;28;genus;NA;4;native;30;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;13,79;not_targeted
52386;actinopterygii;perciformes;blenniidae;hypleurochilus;fissicornis;Hypleurochilus fissicornis;sed;day;sol;bottom;18,14;21,34;24,93;8,7;s2;elongated;0,82403;1;truncated;subterminal;3,3;om;demersal;0;5;5;0,014905494;3,017856658;family;28;genus;NA;26;native;-42;38,2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;4;1;0;lc;16,55;not_targeted
3759;actinopterygii;perciformes;blenniidae;hypleurochilus;geminatus;Hypleurochilus geminatus;sed;day;sol;bottom;20,72;24,88;29,09;10;s2;elongated;NA;NA;truncated;subterminal;3,2;om;demersal;0;6;6;0,014905494;3,017856658;family;28;genus;NA;13;native;21,24;34,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;19,5;not_targeted
9920;actinopterygii;perciformes;blenniidae;hypleurochilus;langi;Hypleurochilus langi;sed;day;sol;bottom;22,5;25,5;29;8,3;s2;elongated;0,66514;1;truncated;subterminal;3,2;om;demersal;0;6;6;0,014905494;3,017856658;family;28;genus;NA;5;native;9,16;13,91;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;lc;15,39;not_targeted
59662;actinopterygii;perciformes;blenniidae;hypleurochilus;multifilis;Hypleurochilus multifilis;NA;NA;NA;bottom;19,99;25,03;29,67;10,2;s2;elongated;NA;NA;truncated;subterminal;3,2;NA;demersal;NA;NA;NA;0,014905494;3,017856658;family;28;genus;NA;12;native;20,6;30;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;23,88;not_targeted
61241;actinopterygii;perciformes;blenniidae;hypleurochilus;pseudoaequipinnis;Hypleurochilus pseudoaequipinnis;sed;day;sol;bottom;23,87;26,31;28,85;6,8;s1;elongated;NA;NA;truncated;subterminal;3,2;om;demersal;0;6;6;0,014905494;3,017856658;family;28;genus;NA;38;native;-27,6;32,7;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;5;1;0;lc;15,85;not_targeted
3760;actinopterygii;perciformes;blenniidae;hypleurochilus;springeri;Hypleurochilus springeri;sed;day;sol;bottom;24,97;27,23;29,51;5;s1;elongated;NA;NA;truncated;subterminal;2,9;om;demersal;0;3;3;0,014905494;3,017856658;family;28;genus;NA;24;native;10,53;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;10;not_targeted
47862;actinopterygii;perciformes;serranidae;hypoplectrus;aberrans;Hypoplectrus aberrans;sed;day;sol;bottom;24,54;27,02;29,48;13;s2;compressed;1,87535;1;truncated;terminal;3,6;im;pelagic;3;15;12;0,001417552;3,548062049;family;24;genus;NA;32;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;18,38;very high
66548;actinopterygii;perciformes;serranidae;hypoplectrus;castroaguirrei;Hypoplectrus castroaguirrei;sed;day;sol;bottom;23;26,92;30;9,3;s2;compressed;NA;NA;truncated;terminal;3,8;im;pelagic;0;3;3;0,001417552;3,548062049;family;24;genus;NA;5;native;20,6;20,6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;en;15,77;not_targeted
12765;actinopterygii;perciformes;serranidae;hypoplectrus;chlorurus;Hypoplectrus chlorurus;sed;day;sol;bottom;25,12;27,23;29,56;12,7;s2;compressed;1,32136;1;truncated;terminal;3,8;im;pelagic;3;23;20;0,001417552;3,548062049;family;24;genus;NA;27;native;10,53;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;17,89;very high
47813;actinopterygii;perciformes;serranidae;hypoplectrus;gemma;Hypoplectrus gemma;sed;day;sol;bottom;23,38;26,55;29,7;13;s2;compressed;NA;NA;truncated;terminal;3,8;im;pelagic;3;20;17;0,001417552;3,548062049;family;24;genus;NA;23;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;17,95;very high
16533;actinopterygii;perciformes;serranidae;hypoplectrus;gummigutta;Hypoplectrus gummigutta;sed;day;sol;bottom;25,05;27,32;29,57;13,2;s2;compressed;NA;NA;truncated;terminal;3,8;im;pelagic;3;45;42;0,001417552;3,548062049;family;24;genus;NA;27;native;10,53;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;19,04;very high
16534;actinopterygii;perciformes;serranidae;hypoplectrus;guttavarius;Hypoplectrus guttavarius;sed;day;sol;bottom;24,89;27,2;29,55;13;s2;compressed;NA;NA;truncated;terminal;3,8;im;pelagic;3;30;27;0,001417552;3,548062049;family;24;genus;NA;26;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;18,38;very high
12766;actinopterygii;perciformes;serranidae;hypoplectrus;indigo;Hypoplectrus indigo;sed;day;sol;bottom;24,77;27,2;29,64;14,3;s2;compressed;0,926103;1;truncated;terminal;3,9;im;pelagic;3;45;42;0,001417552;3,548062049;family;24;genus;NA;26;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;20,79;very high
66374;actinopterygii;perciformes;serranidae;hypoplectrus;maculiferus;Hypoplectrus maculiferus;sed;day;sol;bottom;25,5;27,5;29,5;10;s2;compressed;NA;NA;truncated;terminal;3,8;im;pelagic;3;12;9;0,001417552;3,548062049;family;24;genus;NA;10;native;21,3;21,74;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;dd;19,48;not_targeted
66319;actinopterygii;perciformes;serranidae;hypoplectrus;maya;Hypoplectrus maya;sed;day;smallg;bottom;21,12;25;30;8,7;s2;compressed;NA;NA;truncated;terminal;3,7;im;pelagic;NA;NA;NA;0,001417552;3,548062049;family;24;genus;NA;1;native;27;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;vu;15,01;not_targeted
16535;actinopterygii;perciformes;serranidae;hypoplectrus;nigricans;Hypoplectrus nigricans;sed;day;sol;bottom;24,48;26,96;29,51;15,2;s3;compressed;NA;NA;truncated;terminal;4;im;pelagic;3;67;64;0,001417552;3,548062049;family;24;genus;NA;30;native;11,8;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;21,69;very high
57460;actinopterygii;perciformes;serranidae;hypoplectrus;providencianus;Hypoplectrus providencianus;sed;day;sol;bottom;24,88;27,16;29,64;11;s2;compressed;NA;NA;truncated;terminal;3,8;im;pelagic;7;15;8;0,001417552;3,548062049;family;24;genus;NA;18;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;19,48;very high
12759;actinopterygii;perciformes;serranidae;hypoplectrus;puella;Hypoplectrus puella;sed;day;sol;bottom;23,8;26,51;29,38;15,2;s3;compressed;1,93985;1;truncated;terminal;3,7;im;pelagic;3;90;87;0,001417552;3,548062049;family;24;species;NA;36;native;10,53;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;21,69;very high
66320;actinopterygii;perciformes;serranidae;hypoplectrus;randallorum;Hypoplectrus randallorum;sed;day;sol;bottom;24,79;27,22;29,49;8,1;s2;compressed;NA;NA;truncated;terminal;3,7;im;pelagic;3;15;12;0,001417552;3,548062049;family;24;genus;NA;21;native;11,8;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;lc;13,79;not_targeted
3329;actinopterygii;perciformes;serranidae;hypoplectrus;unicolor;Hypoplectrus unicolor;sed;day;sol;bottom;24,31;26,9;29,53;12,7;s2;compressed;0,960154;1;truncated;terminal;4;im;pelagic;7;25;18;0,001417552;3,548062049;family;24;genus;NA;34;native;10,53;32,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;lc;17,89;very high
7505;actinopterygii;beloniformes;hemiramphidae;hyporhamphus;acutus;Hyporhamphus acutus;vmob;day;medg;high;13;15;18,62;30;s3;elongated;2,402705;2;forked;elongated;3;om;attach;0;NA;NA;0,000675757;3,575489306;species;NA;;NA;151;native;-30;-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;ne;19;not_targeted
7710;actinopterygii;beloniformes;hemiramphidae;hyporhamphus;affinis;Hyporhamphus affinis;vmob;day;medg;high;14;18;24,02;38;s4;elongated;3,5874;1;forked;elongated;3,5;pk;attach;0;6;6;0,000675757;3,575489306;species;NA;;NA;215;lessepsian;38,2;38,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;ne;29,01;not_targeted
1205;actinopterygii;perciformes;serranidae;hyporthodus;flavolimbatus;Hyporthodus flavolimbatus;mob;day;sol;bottom;23,14;25,96;28,93;115;s6;fusiform;1,242165;2;truncated;superior;3,8;im;pelagic;30;370;340;0,001417552;3,548062049;family;NA;;35;48;native;-24,98;34,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;vu;57,76;very high
1206;actinopterygii;perciformes;serranidae;hyporthodus;mystacinus;Hyporthodus mystacinus;mob;both;sol;bottom;23,2;26;29,05;160;s6;fusiform;0,960523;1;truncated;superior;4,6;fc;pelagic;12;400;388;0,001417552;3,548062049;family;NA;;NA;207;native;-8,71;34,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;4;1;1;lc;85,38;very high
1207;actinopterygii;perciformes;serranidae;hyporthodus;nigritus;Hyporthodus nigritus;mob;day;sol;bottom;21,27;24,88;28,6;230;s6;fusiform;1,182055;2;truncated;superior;4;im;pelagic;25;525;500;0,001417552;3,548062049;family;NA;;24;56;native;-27,6;39,7;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;5;1;0;nt;67,56;very high
1208;actinopterygii;perciformes;serranidae;hyporthodus;niveatus;Hyporthodus niveatus;mob;day;sol;bottom;21,98;25,13;28,42;122;s6;fusiform;1,262028;2;truncated;superior;4;im;pelagic;10;525;515;0,001417552;3,548062049;family;39;family;29;55;native;-35,3;34,7;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;vu;64,14;very high
